time,frequency,confidence
9.150,395.037,0.390908
9.160,396.619,0.739711
9.170,392.589,0.524967
9.180,397.141,0.768488
9.190,393.434,0.677572
9.200,399.791,0.839820
9.210,391.986,0.738693
9.220,398.623,0.594031
9.230,391.461,0.389032
9.240,399.169,0.773194
9.250,391.460,0.760713
9.260,400.509,0.793081
9.270,391.337,0.776564
9.280,398.537,0.663740
9.290,390.932,0.846697
9.300,398.997,0.557823
9.310,393.334,0.761833
9.320,398.814,0.681444
9.330,394.162,0.658232
9.340,398.437,0.585314
9.350,395.917,0.561803
9.360,198.542,0.401790
9.370,395.164,0.491349
9.380,398.831,0.316819
9.390,396.203,0.661192
9.400,397.392,0.423206
9.410,395.353,0.610783
9.420,197.787,0.650866
9.430,397.873,0.530628
9.440,196.953,0.648495
9.450,397.471,0.419990
9.460,196.826,0.641762
9.470,398.742,0.508129
9.480,196.672,0.797997
9.490,198.672,0.574652
9.500,196.510,0.833269
9.510,199.067,0.431582
9.520,196.141,0.643925
9.530,199.288,0.509853
9.540,196.938,0.468091
9.550,199.189,0.323994
9.560,294.528,0.410265
9.570,445.354,0.499506
9.580,295.788,0.278604
9.590,443.553,0.477312
9.600,296.083,0.335326
9.610,443.781,0.304270
9.620,296.508,0.359745
9.630,442.128,0.279475
9.640,295.577,0.369354
9.650,198.127,0.446912
9.660,296.903,0.367860
9.670,441.821,0.293951
9.680,299.105,0.307247
9.690,295.914,0.399824
9.700,296.929,0.629799
9.710,296.575,0.312300
9.720,301.160,0.573847
9.730,488.350,0.684052
9.740,199.392,0.437838
9.750,490.591,0.457667
9.760,298.444,0.539413
9.770,495.218,0.680272
9.780,297.022,0.563448
9.790,493.807,0.607743
9.800,298.066,0.276070
9.810,493.605,0.756299
9.820,199.412,0.553606
9.830,494.848,0.465502
9.840,199.782,0.665746
9.850,494.905,0.308673
9.860,198.923,0.429169
9.870,500.782,0.232904
9.880,297.733,0.353808
9.890,500.754,0.167589
9.900,198.489,0.290637
9.910,197.269,0.130414
9.920,198.131,0.261978
9.930,297.305,0.155153
9.940,198.358,0.240496
9.950,296.175,0.218855
9.960,198.175,0.760924
9.970,197.309,0.642002
9.980,198.445,0.728748
9.990,396.310,0.399134
10.000,395.781,0.386888
10.010,395.756,0.237288
10.020,395.235,0.319592
10.030,397.660,0.286450
10.040,196.735,0.398218
10.050,198.364,0.660651
10.060,196.913,0.697073
10.070,198.783,0.365799
10.080,196.387,0.792928
10.090,300.877,0.576772
10.100,197.790,0.684677
10.110,297.475,0.459918
10.120,196.491,0.837254
10.130,448.804,0.513915
10.140,197.051,0.909514
10.150,199.478,0.867290
10.160,196.595,0.890197
10.170,197.493,0.867005
10.180,196.649,0.882343
10.190,197.433,0.838380
10.200,196.538,0.814265
10.210,197.561,0.738302
10.220,197.176,0.774618
10.230,198.206,0.717013
10.240,195.849,0.833459
10.250,198.099,0.737084
10.260,195.908,0.747237
10.270,197.862,0.713381
10.280,195.480,0.668147
10.290,197.375,0.521258
10.300,195.887,0.389871
10.310,197.150,0.469425
10.320,196.869,0.554210
10.330,491.389,0.286507
10.340,294.468,0.394354
10.350,492.601,0.282940
10.360,294.719,0.494457
10.370,493.584,0.448664
10.380,294.513,0.436076
